source_uid,premise,hypothesis,label
1572,"Đây là danh sách các đảo Shetland ở Scotland. Quần đảo Shetland nằm cách lục địa Scotland 100 km về phía bắc và thủ đô Lerwick gần như cách đều Bergen ở Na Uy và Aberdeen ở Scotland. Quần đảo Shetland bao gồm khoảng 300 hòn đảo và quả anh đào trong đó có 16 hòn đảo có người sinh sống. Ngoài Shetland Mainland, các hòn đảo lớn hơn là Unst Yell và Fetlar.",Thủ đô của quần đảo Shetland chính là Lerwick.,0
1573,"Đồi Hickory đôi khi còn được gọi là Nhà Thomas E. Watson là một bảo tàng ngôi nhà lịch sử tại 502 Hickory Hill Drive ở Thomson Georgia. Là Di tích Lịch sử Quốc gia, đây là ngôi nhà của người đồng sáng lập Đảng Dân túy Georgia, Thomas E. Watson (1856-1922).",Thomas Watson chính là một người đàn ông tốt bụng.,1
1574,Cúp FA Iraq 1979–80 là giải đấu thứ tư của Cúp FA Iraq. Al-Jaish đã vô địch giải đấu lần đầu tiên khi đánh bại Al-Talaba 4–2 trên chấm phạt đền trong trận chung kết sau trận hòa 1-1 trong đó Jamal Ali ghi bàn thắng cho Al-Talaba. Hai vòng đầu tiên diễn ra giữa các đội từ hạng dưới trước khi các câu lạc bộ hàng đầu bước vào vòng 16 đội.,"Nói cách khác, giải đấu kết thúc với tỷ số hòa sau khi hòa 1--1.",2
1575,Kamila Filipcikova (sinh năm 1991) là nữ người mẫu thời trang người Slovakia. Cô từng làm người mẫu trong các buổi trình diễn thời trang cho các nhà thiết kế như Marc Jacobs Chanel Givenchy Dolce & Gabbana và Sonia Rykiel. Và xuất hiện trên trang bìa tạp chí Vogue Italia hai lần liên tiếp.,Kamila chính là người Ba Lan và đã hai lần xuất hiện trên trang bìa tạp chí Vogue Solvakia.,2
1576,"The Condensed 21st Century Guide to King Crimson là một tuyển tập của ban nhạc progressive rock King Crimson phát hành năm 2006. Nó bao gồm các bản nhạc phòng thu chọn lọc từ hai bộ hộp The 21st Century Guide to King Crimson – Volume One – 1969–1974"" và ""The 21st Century Guide to King Crimson – Volume Two – 1981–2003"".",Hướng dẫn cô đọng về thế kỷ 21 của King Crimson chính là tuyển tập gồm 2 bộ hộp.,0
1577,"Đây là danh sách các đảo Shetland ở Scotland. Quần đảo Shetland nằm cách lục địa Scotland 100 km về phía bắc và thủ đô Lerwick gần như cách đều Bergen ở Na Uy và Aberdeen ở Scotland. Quần đảo Shetland bao gồm khoảng 300 hòn đảo và quả anh đào trong đó có 16 hòn đảo có người sinh sống. Ngoài Shetland Mainland, các hòn đảo lớn hơn là Unst Yell và Fetlar.","Nói cách khác, quần đảo Shetland được tạo thành từ 300 hòn đảo.",0
1578,Jeanne Evert Dubin (sinh ngày 5 tháng 10 năm 1957) là một cựu vận động viên quần vợt chuyên nghiệp người Mỹ và là em gái của Chris Evert. Cô được WTA xếp hạng cao thứ 42 vào năm 1975 và thứ chín chỉ riêng ở Hoa Kỳ vào năm 1974. Cô lọt vào vòng thứ ba của US Open năm 1973 và 1978. Cô đã thắng cả 4 trận đấu tại Fed Cup cho Hoa Kỳ vào năm 1974.,"Nói cách khác, jean Evert Dubin nghỉ hưu năm 1973.",2
1579,"Nhà hát vòng tròn Tito Puente (hay Anfiteatro Tito Puente trong tiếng Tây Ban Nha) là một nhà hát vòng tròn hòa nhạc ở San Juan Puerto Rico. Nó được đặt theo tên của nhạc sĩ và nghệ sĩ bộ gõ mambo quá cố Tito Puente. Trước đây nó được đặt tên là ""Nhà hát vòng tròn Luis Muñoz Marín"" (hoặc Anfiteatro Luis Muñoz Marín"")",Nhà hát vòng tròn Tito Puente có được nhiều chỗ ngồi.,1
1580,Living Loaded là một bộ phim truyền hình hài kịch của Mỹ được viết bởi Rob McElhenney và Rob Rosell dựa trên cuốn tiểu thuyết cùng tên của Dan Dunn. Phi công được Fox ủy quyền và dự kiến ​​​​phát sóng trong mùa giải 2012–13 nhưng nó không được chọn làm loạt phim. Dàn diễn viên bao gồm Donald Sutherland Mike Vogel và McElhenney. Donald Sutherland đóng vai chính trong phi công của Living Loaded,"Nói cách khác, vốn nhằm mục đích trở thành một bộ phim truyền hình hài của Mỹ.",1
1581,"Air Lore là một album của bộ ba ngẫu hứng Air gồm có Henry Threadgill Steve McCall và Fred Hopkins biểu diễn các sáng tác của Jelly Roll Morton và Scott Joplin. Nó được Bluebird/RCA phát hành lại dưới dạng đĩa compact vào năm 1987 và có trong bộ hộp 8 CD Complete Novus and Columbia Recordings of Henry Threadgill and Air"" trên hãng đĩa Khảm.",Jelly Roll Morton từng sáng tác các bài hát được phát hành trên bộ hộp CD của hãng đĩa khảm.,0
1582,"Nhà hát vòng tròn Tito Puente (hay Anfiteatro Tito Puente trong tiếng Tây Ban Nha) là một nhà hát vòng tròn hòa nhạc ở San Juan Puerto Rico. Nó được đặt theo tên của nhạc sĩ và nghệ sĩ bộ gõ mambo quá cố Tito Puente. Trước đây nó được đặt tên là ""Nhà hát vòng tròn Luis Muñoz Marín"" (hoặc Anfiteatro Luis Muñoz Marín"")",Nhà hát vòng tròn Tito Puente chính là một địa danh lịch sử.,1
1583,"Nhà hát vòng tròn Tito Puente (hay Anfiteatro Tito Puente trong tiếng Tây Ban Nha) là một nhà hát vòng tròn hòa nhạc ở San Juan Puerto Rico. Nó được đặt theo tên của nhạc sĩ và nghệ sĩ bộ gõ mambo quá cố Tito Puente. Trước đây nó được đặt tên là ""Nhà hát vòng tròn Luis Muñoz Marín"" (hoặc Anfiteatro Luis Muñoz Marín"")","Nói cách khác, nhà hát vòng tròn Tito Puente rất nổi tiếng.",1
1584,"EP mùa hè là một EP của Never Shout Never. Ban đầu bản phát hành này được cho là album dài đầu tay cùng tên của ban nhạc. Đây là bản phát hành đầu tiên của Never Shout Never mà tên của anh ấy không còn xuất hiện dưới dạng một từ có dấu chấm than ở cuối. EP đạt vị trí thứ 57 trên bảng xếp hạng 200 album ""Billboard"" vào ngày xếp hạng là ngày 11 tháng 7 năm 2009.",John Watson chính là thủ lĩnh của ban nhạc Never Shout Never.,1
1585,"Garmisch-Partenkirchen (] ) là một thị trấn trượt tuyết ở Bavaria miền nam nước Đức. Đây là trụ sở chính quyền của quận Garmisch-Partenkirchen (viết tắt ""GAP"") ở vùng Oberbayern giáp Áo. Gần đó là ngọn núi cao nhất nước Đức Zugspitze với độ cao 2.962 m (9.718 ft.). Ngọn núi cao nhất ở Đức","Nói cách khác, zugspitze nằm gần thị trấn trượt tuyết Bavaria.",0
1586,Lễ trao giải Lux Style Awards lần thứ 4 được tổ chức tại Trung tâm Expo ở Karachi Pakistan. Chương trình được tổ chức bởi Junaid Khan và Aamina Sheikh cùng các thành viên của BNN. Chương trình có sự trình diễn của Humayun Saeed Zara Sheikh Veena Malik Ali Zafar Meesha Shafi và Sadia Imam. Một số hạng mục phim và ca nhạc đã bị loại khỏi giải thưởng.,"Nói cách khác, lễ trao giải Lux Style Awards lần thứ 4 được tổ chức tại Châu Phi.",2
1587,Điệp viên Warsaw là một tiểu thuyết gián điệp năm 2008 của Alan Furst kể về hoạt động gián điệp liên quan đến các quốc gia lớn ngay trước Thế chiến thứ hai nhằm tranh giành ảnh hưởng và kiểm soát tương lai của Ba Lan. Câu chuyện bắt đầu vào tháng 10 năm 1937 và kết thúc vào tháng 5 năm 1938 với một đoạn mô tả phác thảo tương lai của hai nhân vật chính.,Đây chính là một cuốn tiểu thuyết về hoạt động gián điệp liên quan đến một quốc gia châu Âu.,0
1588,"Nhà hát vòng tròn Tito Puente (hay Anfiteatro Tito Puente trong tiếng Tây Ban Nha) là một nhà hát vòng tròn hòa nhạc ở San Juan Puerto Rico. Nó được đặt theo tên của nhạc sĩ và nghệ sĩ bộ gõ mambo quá cố Tito Puente. Trước đây nó được đặt tên là ""Nhà hát vòng tròn Luis Muñoz Marín"" (hoặc Anfiteatro Luis Muñoz Marín"")","Nói cách khác, nhà hát vòng tròn Tito Puente nằm ở vị trí trung tâm.",1
1589,"Smoke"" là một bài hát của nghệ sĩ thu âm hip hop người Mỹ 50 Cent phát hành vào ngày 31 tháng 3 năm 2014 dưới dạng đĩa đơn thứ tư trong album phòng thu thứ năm ""Animal Ambition"" (2014). Bài hát có sự góp mặt của ca sĩ Trey Songz và được sản xuất bởi Tiến sĩ Dre Dawaun Parker và Mark Batson. Đây là bài hát duy nhất của ""Animal Ambition"" được sản xuất bởi cố vấn lâu năm của 50 Cent, Tiến sĩ Dre. Smoke"" là một album vàng phát hành vào ngày 31 tháng 3",Năm 2014.,1
1590,"Dangerous"" là một bài hát của dự án âm nhạc điện tử Mỹ Big Data từ EP đầu tay ""1.0"" (2013) và album phòng thu đầu tay ""2.0"" (2015). Bài hát có sự góp mặt của ban nhạc indie rock người Mỹ Joywave với giọng hát do ca sĩ chính của ban nhạc Daniel Armbruster thể hiện.",Ca sĩ chính của Joywave chính là Daniel Armbuster.,0
1591,"EP mùa hè là một EP của Never Shout Never. Ban đầu bản phát hành này được cho là album dài đầu tay cùng tên của ban nhạc. Đây là bản phát hành đầu tiên của Never Shout Never mà tên của anh ấy không còn xuất hiện dưới dạng một từ có dấu chấm than ở cuối. EP đạt vị trí thứ 57 trên bảng xếp hạng 200 album ""Billboard"" vào ngày xếp hạng là ngày 11 tháng 7 năm 2009.",EP mùa hè chính là EP bán chạy nhất của ban nhạc Never Shout Never.,1
1592,"Garmisch-Partenkirchen (] ) là một thị trấn trượt tuyết ở Bavaria miền nam nước Đức. Đây là trụ sở chính quyền của quận Garmisch-Partenkirchen (viết tắt ""GAP"") ở vùng Oberbayern giáp Áo. Gần đó là ngọn núi cao nhất nước Đức Zugspitze với độ cao 2.962 m (9.718 ft.).",Bavaria chính là trụ sở chính quyền của quận Garmisch-Partenkirchen.,0
1593,Mike Snider (sinh ngày 5 tháng 5 năm 1961) là một nghệ sĩ chơi banjo bluegrass và một nhà hài hước người Mỹ. Anh ấy học chơi banjo ở tuổi 16. Mặc dù nổi tiếng với tính hài hước bất kính nhưng anh ấy là một người chơi banjo được nhiều người kính trọng. Phần lớn bộ phim hài của anh dựa trên những câu chuyện về người vợ Sabrina của anh được gọi là Sweetie.,Mike Snider không nổi tiếng chính là người hài hước.,2
1594,"Dee Does Broadway là album thứ hai của Dee Snider, thủ lĩnh của Twisted Sister sau 12 năm không có bản phát hành nào. Nó được sản xuất bởi Patti LuPone và Bebe Neuwirth đã đoạt giải Grammy. Khách mời trong album bao gồm Cyndi Lauper Clay Aiken Nick Adams, người từng đoạt giải Grammy và Emmy và nhiều người khác.","Nói cách khác, dee Snider hát từng ca khúc của Dee Does Broadway.",1
1595,"Living Loaded là một bộ phim truyền hình hài kịch của Mỹ được viết bởi Rob McElhenney và Rob Rosell dựa trên cuốn tiểu thuyết cùng tên của Dan Dunn. Phi công được Fox ủy quyền và dự kiến ​​​​phát sóng trong mùa giải 2012–13 nhưng nó không được chọn làm loạt phim. Dàn diễn viên bao gồm Donald Sutherland Mike Vogel và McElhenney. Các nhà văn Rob McElhenney và Rob Rosell ban đầu muốn đặt tên cho loạt phim hài của họ là ""Living Large"".","nhưng cuối cùng từng đồng ý về ""Living Loaded"".",1
1596,"Quận Douglas là một quận nằm ở tiểu bang Minnesota của Hoa Kỳ. Theo điều tra dân số năm 2010, dân số là 36 009. Quận lỵ là Alexandria. Quận Douglas được thành lập vào năm 1858. Nó được đặt tên theo Stephen Douglas của Illinois. Quận được thành lập năm 1858 và được tổ chức năm 1866. Dân số Quận Douglas là 36 người",Năm 009.,1
1597,"EP mùa hè là một EP của Never Shout Never. Ban đầu bản phát hành này được cho là album dài đầu tay cùng tên của ban nhạc. Đây là bản phát hành đầu tiên của Never Shout Never mà tên của anh ấy không còn xuất hiện dưới dạng một từ có dấu chấm than ở cuối. EP đạt vị trí thứ 57 trên bảng xếp hạng 200 album ""Billboard"" vào ngày xếp hạng là ngày 11 tháng 7 năm 2009.",Never Shout Never chính là một ban nhạc Indie.,1
1598,"Lansdown là vùng ngoại ô của Thành phố Di sản Thế giới Bath England, kéo dài về phía bắc từ trung tâm thành phố lên ngọn đồi cùng tên. Trong số những đặc điểm kiến ​​trúc đặc biệt nhất của nó là Lansdown Crescent và Sion Hill Place, bao gồm khuôn viên của Đại học Bath Spa.","Nói cách khác, trường đại học tắm spa ở Anh nằm gần Lansdown Crescent.",0
1599,"Santos-Dumont số 6 là một loại khí cầu được thiết kế và chế tạo bởi phi công tiên phong người Brazil Alberto Santos-Dumont. Năm 1901, ông đã sử dụng nó để giành giải thưởng Deutsch de la Meurthe cho chuyến trở về từ Parc Saint Cloud đến Tháp Eiffel và quay trở lại. Nó được nhiều người coi là khinh khí cầu thực sự thành công đầu tiên.",Santos-Dumont số 6 chính là khí cầu duy nhất được thiết kế và chế tạo bởi nhà tiên phong người Brazil.,1
